"Date","Price","Open","High","Low","Vol.","Change %"
"10/25/2021","788.92","792.01","792.65","786.60","3.45M","-0.19%"
"10/22/2021","790.44","779.66","793.68","779.66","3.69M","1.52%"
"10/21/2021","778.64","777.71","783.42","771.09","4.24M","0.10%"
"10/20/2021","777.89","786.32","788.68","775.33","3.91M","-1.15%"
"10/19/2021","786.90","783.05","787.09","779.47","3.51M","0.91%"
"10/18/2021","779.78","779.45","780.50","771.15","3.09M","-0.13%"
"10/15/2021","780.81","779.35","780.82","772.50","4.10M","0.97%"
"10/14/2021","773.33","756.06","773.51","756.06","4.11M","2.50%"
"10/13/2021","754.50","734.45","758.49","733.12","4.10M","2.57%"
"10/12/2021","735.63","736.45","742.40","727.68","3.74M","-0.32%"
"10/11/2021","737.96","741.49","741.49","727.43","3.91M","-0.51%"
"10/08/2021","741.72","752.81","752.90","741.59","4.09M","-1.44%"
"10/07/2021","752.56","743.16","752.56","739.09","4.47M","2.50%"
"10/06/2021","734.22","738.98","739.34","721.81","5.68M","-0.99%"
"10/05/2021","741.58","727.06","743.32","725.86","4.05M","2.24%"
"10/04/2021","725.35","739.62","741.57","724.13","4.37M","-2.21%"
"10/01/2021","741.71","748.54","749.62","737.69","4.12M","-1.25%"
"09/30/2021","751.13","754.17","768.25","749.69","4.43M","-0.17%"
"09/29/2021","752.41","760.45","770.68","752.41","3.73M","-0.73%"
"09/28/2021","757.94","795.56","795.56","757.94","5.58M","-4.79%"
"09/27/2021","796.07","809.93","816.31","794.18","4.55M","-1.49%"
"09/24/2021","808.14","818.28","818.28","807.61","3.12M","-1.50%"
"09/23/2021","820.45","807.41","824.54","807.41","3.15M","1.70%"
"09/22/2021","806.71","804.49","808.63","798.44","2.71M","0.42%"
"09/21/2021","803.30","791.28","804.15","791.28","3.21M","1.71%"
"09/20/2021","789.83","796.03","796.85","783.26","4.57M","-1.88%"
"09/17/2021","804.95","818.07","824.88","802.06","11.13M","-1.33%"
"09/16/2021","815.82","810.74","818.26","810.74","3.77M","0.66%"
"09/15/2021","810.44","819.28","824.30","810.44","4.05M","-1.27%"
"09/14/2021","820.84","810.23","820.84","807.72","3.26M","1.30%"
"09/13/2021","810.28","815.48","817.11","808.82","3.20M","-0.61%"
"09/10/2021","815.23","813.38","821.26","813.24","3.22M","0.65%"
"09/09/2021","809.95","811.65","814.04","803.28","3.53M","-0.36%"
"09/08/2021","812.91","823.08","823.08","812.48","4.04M","-1.44%"
"09/07/2021","824.81","829.17","830.83","821.27","3.57M","-0.54%"
"09/06/2021","829.31","817.36","830.73","817.36","1.90M","1.65%"
"09/03/2021","815.86","819.81","819.81","807.37","2.98M","-0.36%"
"09/02/2021","818.83","815.48","819.89","809.71","3.86M","0.34%"
"09/01/2021","816.03","807.36","817.01","807.36","3.56M","1.43%"
"08/31/2021","804.49","805.82","813.59","799.74","5.19M","0.04%"
"08/30/2021","804.16","800.31","805.70","800.31","1.92M","0.50%"
"08/27/2021","800.17","790.93","801.03","790.93","3.37M","1.10%"
"08/26/2021","791.47","790.81","793.29","784.53","2.55M","-0.16%"
"08/25/2021","792.72","791.09","795.68","791.09","3.22M","0.21%"
"08/24/2021","791.08","788.56","795.05","788.56","3.11M","0.42%"
"08/23/2021","787.79","783.13","788.35","781.39","3.43M","1.11%"
"08/20/2021","779.16","773.11","780.89","766.94","3.51M","0.85%"
"08/19/2021","772.56","779.53","779.53","760.26","4.30M","-1.01%"
"08/18/2021","780.47","777.57","782.53","776.94","4.65M","0.33%"
"08/17/2021","777.89","776.50","780.98","771.81","8.03M","0.03%"
"08/16/2021","777.62","779.36","780.86","774.13","3.52M","-0.47%"
"08/13/2021","781.26","784.64","784.64","777.08","3.07M","-0.47%"
"08/12/2021","784.94","781.40","785.17","779.55","3.46M","0.32%"
"08/11/2021","782.43","787.42","789.63","781.97","4.45M","-0.58%"
"08/10/2021","787.01","784.75","794.01","784.75","3.31M","0.33%"
"08/09/2021","784.39","780.30","787.20","780.30","2.89M","0.52%"
"08/06/2021","780.37","785.19","786.35","778.28","3.23M","-0.61%"
"08/05/2021","785.17","777.42","788.25","777.42","4.16M","0.87%"
"08/04/2021","778.43","765.81","779.48","765.81","3.61M","1.86%"
"08/03/2021","764.25","766.75","768.04","758.71","4.35M","-0.60%"
"08/02/2021","768.85","758.11","769.32","758.11","3.14M","1.52%"
"07/30/2021","757.36","758.99","762.51","751.40","3.86M","-0.53%"
"07/29/2021","761.39","755.63","763.39","755.63","4.28M","0.83%"
"07/28/2021","755.14","741.24","755.81","741.24","3.78M","2.37%"
"07/27/2021","737.68","750.27","750.32","737.29","3.89M","-1.55%"
"07/26/2021","749.29","750.08","754.38","745.70","2.89M","-0.43%"
"07/23/2021","752.55","746.55","755.19","743.60","3.32M","1.15%"
"07/22/2021","744.02","734.53","744.59","734.53","3.30M","1.98%"
"07/21/2021","729.58","725.77","732.27","721.78","3.67M","1.61%"
"07/20/2021","718.00","721.08","723.19","712.79","3.66M","-0.10%"
"07/19/2021","718.72","728.16","728.16","710.29","4.24M","-1.90%"
"07/16/2021","732.62","737.33","739.16","731.02","4.57M","-0.53%"
"07/15/2021","736.55","745.48","746.66","734.45","4.74M","-1.39%"
"07/14/2021","746.90","741.54","748.44","736.60","3.63M","0.69%"
"07/13/2021","741.75","735.36","741.80","734.18","3.30M","0.85%"
"07/12/2021","735.53","729.50","736.61","727.63","3.22M","0.83%"
"07/09/2021","729.51","721.85","729.51","721.65","3.47M","1.43%"
"07/08/2021","719.24","734.11","734.11","710.63","4.86M","-2.14%"
"07/07/2021","734.96","726.43","739.25","726.43","3.27M","1.22%"
"07/06/2021","726.10","723.59","730.40","719.91","2.56M","0.48%"
"07/05/2021","722.63","722.94","723.42","718.63","1.97M","-0.25%"
"07/02/2021","724.46","717.89","726.80","717.13","3.01M","1.09%"
"07/01/2021","716.66","722.36","729.64","713.00","3.20M","-0.67%"
"06/30/2021","721.52","729.51","733.55","721.52","4.37M","-1.10%"
"06/29/2021","729.54","725.13","731.56","723.67","3.10M","0.60%"
"06/28/2021","725.19","721.89","728.18","717.99","2.66M","0.42%"
"06/25/2021","722.17","723.94","725.32","719.58","2.27M","-0.21%"
"06/24/2021","723.71","713.25","724.51","712.86","3.00M","1.73%"
"06/23/2021","711.40","718.24","722.83","711.39","2.34M","-0.76%"
"06/22/2021","716.83","712.32","718.07","706.70","2.68M","0.55%"
"06/21/2021","712.89","709.76","715.14","703.90","3.13M","0.41%"
"06/18/2021","709.97","729.28","730.96","709.75","7.03M","-2.62%"
"06/17/2021","729.04","724.46","729.04","715.59","3.75M","0.44%"
"06/16/2021","725.83","723.95","727.64","720.83","2.78M","0.29%"
"06/15/2021","723.76","728.45","731.23","723.76","2.89M","-0.11%"
"06/14/2021","724.53","723.08","729.22","721.48","2.76M","0.63%"
"06/11/2021","719.97","714.21","720.55","713.19","2.84M","0.93%"
"06/10/2021","713.36","707.96","714.63","705.09","3.81M","0.83%"
"06/09/2021","707.50","703.59","709.10","702.84","2.55M","0.54%"
"06/08/2021","703.68","702.52","712.15","702.52","2.57M","0.20%"
"06/07/2021","702.27","703.83","704.87","699.26","2.34M","-0.23%"
"06/04/2021","703.91","695.13","704.73","693.84","2.58M","1.24%"
"06/03/2021","695.26","700.52","700.58","690.72","2.70M","-0.70%"
"06/02/2021","700.14","697.19","701.37","693.52","2.77M","0.37%"
"06/01/2021","697.57","694.82","706.79","694.82","2.90M","0.50%"
"05/31/2021","694.13","697.89","700.22","694.11","1.44M","-0.55%"
"05/28/2021","697.94","689.45","699.41","688.60","2.68M","1.25%"
"05/27/2021","689.30","690.13","692.62","685.63","5.63M","-0.09%"
"05/26/2021","689.95","691.89","694.23","687.39","2.31M","-0.07%"
"05/25/2021","690.44","684.65","694.67","684.65","3.08M","1.29%"
"05/24/2021","681.67","675.09","682.28","674.30","2.29M","0.99%"
"05/21/2021","674.96","676.25","679.57","673.92","3.51M","-0.07%"
"05/20/2021","675.44","661.33","675.54","659.45","3.54M","2.71%"
"05/19/2021","657.62","668.07","668.07","646.96","3.48M","-1.80%"
"05/18/2021","669.70","667.21","674.84","667.13","2.73M","0.59%"
"05/17/2021","665.74","674.59","675.34","663.79","2.82M","-0.97%"
"05/14/2021","672.24","663.33","672.24","658.24","3.12M","2.21%"
"05/13/2021","657.71","651.45","662.50","641.05","3.47M","0.42%"
"05/12/2021","654.93","665.02","668.39","654.66","3.54M","-1.50%"
"05/11/2021","664.93","677.64","677.64","654.27","4.87M","-1.99%"
"05/10/2021","678.42","695.59","695.59","676.73","2.96M","-2.36%"
"05/07/2021","694.79","680.58","694.79","679.52","3.56M","2.20%"
"05/06/2021","679.84","687.53","687.60","674.33","4.03M","-1.16%"
"05/05/2021","687.80","671.10","688.36","671.10","3.93M","2.74%"
"05/04/2021","669.44","694.92","696.49","668.85","5.20M","-3.75%"
"05/03/2021","695.50","694.64","702.37","693.34","2.29M","0.08%"
"04/30/2021","694.91","700.83","702.24","693.80","3.70M","-0.86%"
"04/29/2021","700.93","707.23","714.78","698.98","3.91M","-0.78%"
"04/28/2021","706.47","710.04","711.40","705.83","2.73M","-0.57%"
"04/27/2021","710.51","712.54","715.41","706.66","2.80M","-0.33%"
"04/26/2021","712.83","712.35","714.08","707.59","2.33M","0.09%"
"04/23/2021","712.21","706.04","712.33","701.74","2.74M","0.79%"
"04/22/2021","706.63","695.66","708.77","695.66","3.41M","1.78%"
"04/21/2021","694.27","683.43","696.66","683.43","3.59M","1.69%"
"04/20/2021","682.74","696.06","699.49","681.55","5.32M","-2.10%"
"04/19/2021","697.40","707.50","708.53","696.41","2.53M","-1.24%"
"04/16/2021","706.14","703.97","706.81","699.54","3.14M","0.59%"
"04/15/2021","701.99","699.20","703.64","699.09","2.37M","0.40%"
"04/14/2021","699.19","695.78","705.72","695.57","2.74M","0.55%"
"04/13/2021","695.37","689.34","698.20","689.34","2.71M","0.85%"
"04/12/2021","689.49","698.83","700.31","686.97","2.52M","-1.36%"
"04/09/2021","699.03","697.01","700.48","692.45","2.62M","0.33%"
"04/08/2021","696.71","690.51","700.56","690.51","2.95M","1.14%"
"04/07/2021","688.87","692.78","692.89","686.25","2.78M","-0.86%"
"04/06/2021","694.82","690.61","700.25","690.61","3.14M","0.80%"
"04/01/2021","689.30","677.23","692.86","677.23","3.44M","2.02%"
"03/31/2021","675.65","670.50","677.53","668.74","3.02M","0.74%"
"03/30/2021","670.70","669.79","671.73","666.83","2.57M","0.21%"
"03/29/2021","669.31","671.58","677.39","667.43","2.69M","-0.22%"
"03/26/2021","670.81","655.27","672.38","655.27","3.19M","2.72%"
"03/25/2021","653.06","653.75","655.71","644.06","3.52M","-0.33%"
"03/24/2021","655.19","648.25","664.69","648.25","3.27M","1.00%"
"03/23/2021","648.72","652.47","654.41","645.86","3.57M","-0.71%"
"03/22/2021","653.39","640.38","653.53","638.96","3.29M","1.78%"
"03/19/2021","641.96","636.48","642.74","633.21","10.32M","0.25%"
"03/18/2021","640.39","643.49","645.00","637.91","3.12M","-0.01%"
"03/17/2021","640.43","645.23","646.71","636.49","3.50M","-0.88%"
"03/16/2021","646.10","642.80","649.15","640.93","2.85M","1.41%"
"03/15/2021","637.11","634.43","639.38","633.83","2.73M","0.53%"
"03/12/2021","633.73","643.90","643.90","631.67","2.97M","-2.11%"
"03/11/2021","647.39","634.41","649.18","634.41","3.82M","2.35%"
"03/10/2021","632.54","637.79","640.79","631.17","4.04M","-0.75%"
"03/09/2021","637.32","620.65","639.83","618.68","4.47M","2.52%"
"03/08/2021","621.67","611.90","625.34","608.80","4.49M","1.78%"
"03/05/2021","610.77","615.21","624.91","609.51","4.34M","-1.82%"
"03/04/2021","622.07","640.52","640.52","620.29","5.08M","-3.31%"
"03/03/2021","643.36","650.86","654.24","638.32","3.76M","-1.00%"
"03/02/2021","649.85","655.30","660.31","649.85","3.26M","-0.75%"
"03/01/2021","654.74","645.88","656.94","645.46","3.71M","2.04%"
"02/26/2021","641.64","648.63","648.63","632.88","4.89M","-1.37%"
"02/25/2021","650.53","658.61","663.19","648.67","2.98M","-0.15%"
"02/24/2021","651.51","649.48","657.57","645.67","2.99M","-0.10%"
"02/23/2021","652.19","661.98","661.98","638.11","4.36M","-1.79%"
"02/22/2021","664.07","674.00","674.00","660.63","3.11M","-1.94%"
"02/19/2021","677.19","668.50","678.57","668.50","3.29M","1.60%"
"02/18/2021","666.50","669.03","676.43","662.91","3.45M","-0.03%"
"02/17/2021","666.70","679.47","680.40","666.70","3.52M","-2.15%"
"02/16/2021","681.37","680.91","684.54","680.03","2.56M","0.04%"
"02/15/2021","681.09","676.49","683.30","676.27","2.27M","0.84%"
"02/12/2021","675.41","667.40","676.06","667.40","2.69M","1.21%"
"02/11/2021","667.36","653.18","667.36","653.18","2.79M","2.22%"
"02/10/2021","652.89","660.60","660.70","649.60","3.22M","-0.96%"
"02/09/2021","659.21","659.02","661.41","653.44","3.25M","0.03%"
"02/08/2021","659.04","652.37","660.31","652.37","3.52M","1.49%"
"02/05/2021","649.34","649.62","655.16","648.16","3.12M","0.12%"
"02/04/2021","648.59","643.15","649.48","640.67","2.92M","0.65%"
"02/03/2021","644.40","645.71","650.73","641.40","2.78M","-0.08%"
"02/02/2021","644.89","639.78","647.66","639.78","3.29M","1.12%"
"02/01/2021","637.74","625.41","638.98","625.41","2.99M","2.35%"
"01/29/2021","623.07","632.17","632.24","623.07","4.09M","-1.68%"
"01/28/2021","633.71","622.19","634.81","611.18","4.98M","0.87%"
"01/27/2021","628.22","642.06","642.06","621.05","5.07M","-2.18%"
"01/26/2021","642.25","639.42","645.68","637.52","3.71M","0.26%"
"01/25/2021","640.58","646.75","651.49","636.48","3.67M","-0.28%"
"01/22/2021","642.41","646.16","646.16","637.94","3.38M","-0.87%"
"01/21/2021","648.08","642.64","651.75","641.53","3.61M","1.58%"
"01/20/2021","638.02","630.52","641.84","630.52","3.31M","1.82%"
"01/19/2021","626.59","629.24","630.80","623.75","3.29M","0.42%"
"01/18/2021","623.96","620.20","626.55","620.20","2.04M","0.47%"
"01/15/2021","621.03","630.21","631.78","619.17","4.37M","-1.56%"
"01/14/2021","630.87","621.41","631.77","621.41","3.53M","1.87%"
"01/13/2021","619.31","618.90","620.97","614.00","3.00M","0.33%"
"01/12/2021","617.29","614.53","618.73","613.05","3.12M","0.63%"
"01/11/2021","613.40","617.57","621.89","609.57","3.28M","-0.69%"
"01/08/2021","617.69","603.30","619.16","603.30","4.33M","2.67%"
"01/07/2021","601.61","606.64","606.64","598.84","3.98M","-0.84%"
"01/06/2021","606.71","610.50","610.50","602.56","3.45M","-0.57%"
"01/05/2021","610.16","609.17","615.31","605.91","2.97M","0.09%"
"01/04/2021","609.64","607.51","615.51","607.21","3.58M","1.00%"
"12/31/2020","603.61","604.65","606.42","603.50","1.28M","-0.20%"
"12/30/2020","604.81","603.53","607.16","603.19","1.57M","0.37%"
"12/29/2020","602.58","600.73","607.47","600.73","2.01M","0.38%"
"12/28/2020","600.31","597.51","602.46","597.51","1.50M","0.71%"
"12/24/2020","596.05","594.90","596.16","593.84","1.43M","0.34%"
"12/23/2020","594.02","593.43","597.06","592.19","1.87M","0.36%"
"12/22/2020","591.87","581.48","593.03","581.10","2.50M","2.28%"
"12/21/2020","578.69","587.15","587.15","572.49","3.45M","-2.02%"
"12/18/2020","590.61","591.65","594.54","589.18","7.08M","-0.37%"
"12/17/2020","592.81","585.09","594.50","585.09","4.08M","1.43%"
"12/16/2020","584.44","579.32","584.90","579.32","3.91M","1.08%"
"12/15/2020","578.21","572.38","579.32","571.15","3.97M","1.02%"
"12/14/2020","572.37","573.03","574.46","568.87","3.45M","0.28%"
"12/11/2020","570.78","573.44","573.88","567.41","3.41M","-0.62%"
"12/10/2020","574.35","579.26","579.41","567.39","4.40M","-1.22%"
"12/09/2020","581.42","584.25","586.83","578.16","5.66M","-0.35%"
"12/08/2020","583.48","585.64","587.25","581.84","4.40M","-0.35%"
"12/07/2020","585.53","582.94","585.58","579.47","3.23M","0.38%"
"12/04/2020","583.33","576.63","583.33","576.63","3.22M","1.15%"
"12/03/2020","576.71","576.04","579.64","574.79","4.30M","0.26%"
"12/02/2020","575.20","578.41","580.33","572.06","3.93M","-0.63%"
"12/01/2020","578.84","575.46","582.30","575.46","4.14M","0.59%"
"11/30/2020","575.44","575.62","581.61","573.64","6.08M","-0.26%"
"11/27/2020","576.94","570.19","577.37","570.19","4.46M","1.40%"
"11/26/2020","568.95","566.58","571.39","566.58","2.79M","0.74%"
"11/25/2020","564.78","561.63","565.50","560.21","4.21M","0.58%"
"11/24/2020","561.50","562.63","565.48","561.50","4.08M","0.25%"
"11/23/2020","560.09","565.61","569.44","560.02","3.50M","-0.70%"
"11/20/2020","564.03","559.77","564.03","557.95","4.05M","0.78%"
"11/19/2020","559.66","559.26","561.17","555.36","2.99M","-0.25%"
"11/18/2020","561.08","555.52","561.43","555.03","3.34M","1.02%"
"11/17/2020","555.41","558.69","560.35","553.43","3.75M","-0.62%"
"11/16/2020","558.89","560.82","563.91","556.84","3.96M","0.44%"
"11/13/2020","556.45","554.80","561.81","554.80","3.07M","0.30%"
"11/12/2020","554.77","557.02","561.58","553.88","3.54M","-0.49%"
"11/11/2020","557.49","545.94","558.27","542.74","5.01M","1.97%"
"11/10/2020","546.70","558.91","558.91","544.11","6.51M","-2.27%"
"11/09/2020","559.38","552.38","576.74","552.38","7.14M","1.88%"
"11/06/2020","549.08","547.48","551.31","540.16","3.48M","0.16%"
"11/05/2020","548.18","535.30","550.71","535.30","4.86M","2.54%"
"11/04/2020","534.59","517.77","534.72","515.24","4.56M","2.96%"
"11/03/2020","519.22","509.61","520.46","509.51","3.92M","2.16%"
"11/02/2020","508.24","508.74","512.54","506.64","3.95M","0.20%"
"10/30/2020","507.25","508.65","511.78","503.55","4.03M","-0.49%"
"10/29/2020","509.76","504.68","513.39","502.95","4.62M","1.14%"
"10/28/2020","503.99","518.00","518.00","501.18","6.64M","-3.07%"
"10/27/2020","519.93","522.75","528.71","519.93","5.51M","-0.41%"
"10/26/2020","522.08","562.55","562.55","521.33","5.38M","-7.37%"
"10/23/2020","563.60","565.12","567.35","560.59","3.13M","-0.31%"
"10/22/2020","565.35","570.75","570.99","561.52","4.02M","-1.19%"
"10/21/2020","572.13","581.88","583.27","571.98","3.37M","-1.47%"
"10/20/2020","580.67","587.52","591.18","580.67","3.22M","-1.24%"
"10/19/2020","587.99","590.80","595.06","587.41","2.13M","-0.22%"
"10/16/2020","589.28","583.34","594.93","583.34","3.03M","1.07%"
"10/15/2020","583.04","595.93","595.93","579.60","3.31M","-2.31%"
"10/14/2020","596.83","596.93","600.58","594.89","2.60M","0.08%"
"10/13/2020","596.38","595.83","598.69","592.15","3.08M","0.06%"
"10/12/2020","596.04","588.78","596.88","588.78","2.70M","1.29%"
"10/09/2020","588.44","580.22","588.88","579.64","3.64M","1.50%"
"10/08/2020","579.77","573.11","581.39","573.11","3.23M","1.38%"
"10/07/2020","571.90","572.93","575.56","569.14","3.58M","-0.25%"
"10/06/2020","573.32","578.41","579.87","571.68","2.80M","-0.81%"
"10/05/2020","578.03","575.16","579.12","573.56","2.62M","0.65%"
"10/02/2020","574.32","577.17","577.17","569.82","3.12M","-0.67%"
"10/01/2020","578.22","572.62","579.23","572.62","4.43M","1.47%"
"09/30/2020","569.83","571.63","573.42","564.85","3.35M","-0.55%"
"09/29/2020","572.96","571.37","574.39","568.02","3.09M","0.24%"
"09/28/2020","571.58","559.25","572.83","559.25","3.28M","2.58%"
"09/25/2020","557.21","561.54","561.54","546.81","5.60M","-0.64%"
"09/24/2020","560.82","560.08","562.16","552.70","5.39M","-0.64%"
"09/23/2020","564.45","562.35","571.06","562.35","4.99M","0.60%"
"09/22/2020","561.07","556.88","566.93","556.88","5.30M","0.86%"
"09/21/2020","556.31","574.38","574.38","552.53","7.42M","-3.23%"
"09/18/2020","574.85","574.65","582.05","573.92","15.64M","0.11%"
"09/17/2020","574.19","577.80","577.80","567.74","5.16M","-0.99%"
"09/16/2020","579.95","577.49","585.06","577.45","5.60M","0.49%"
"09/15/2020","577.12","576.03","579.78","573.07","4.42M","0.34%"
"09/14/2020","575.18","570.70","577.89","570.70","4.40M","0.94%"
"09/11/2020","569.81","569.79","573.09","565.65","4.87M","-0.04%"
"09/10/2020","570.06","573.50","575.50","567.17","5.45M","-0.50%"
"09/09/2020","572.93","559.54","574.47","559.43","6.61M","2.21%"
"09/08/2020","560.56","572.44","573.93","551.09","8.40M","-2.06%"
"09/07/2020","572.37","564.96","572.57","564.96","5.10M","1.37%"
"09/04/2020","564.66","579.56","582.76","557.07","7.66M","-2.65%"
"09/03/2020","580.02","604.30","611.13","576.80","7.33M","-3.76%"
"09/02/2020","602.67","592.48","607.26","592.48","5.61M","1.98%"
"09/01/2020","590.95","584.45","594.35","584.45","5.27M","1.32%"
"08/31/2020","583.26","590.98","594.33","582.25","4.42M","-0.98%"
"08/28/2020","589.05","593.11","593.82","584.78","4.52M","-0.77%"
"08/27/2020","593.60","599.48","602.57","593.17","4.69M","-0.89%"
"08/26/2020","598.96","586.11","599.03","584.89","4.03M","2.20%"
"08/25/2020","586.07","582.62","589.73","582.62","4.00M","0.75%"
"08/24/2020","581.71","574.61","586.34","574.61","3.94M","1.69%"
"08/21/2020","572.07","569.27","576.00","564.98","4.26M","0.54%"
"08/20/2020","569.02","573.41","573.41","566.07","3.81M","-0.95%"
"08/19/2020","574.48","573.35","576.90","571.92","3.53M","0.13%"
"08/18/2020","573.76","576.24","581.07","571.94","4.30M","-0.55%"
"08/17/2020","576.96","571.58","578.01","571.58","3.63M","0.93%"
"08/14/2020","571.62","581.84","581.84","570.87","4.18M","-1.78%"
"08/13/2020","581.99","581.57","583.51","578.73","3.83M","-0.14%"
"08/12/2020","582.78","576.63","583.01","573.17","4.37M","0.99%"
"08/11/2020","577.08","568.49","578.16","568.49","5.00M","1.93%"
"08/10/2020","566.13","574.94","574.94","563.52","3.64M","-1.54%"
"08/07/2020","574.96","570.34","576.82","567.21","3.75M","0.86%"
"08/06/2020","570.05","574.30","578.05","569.04","4.56M","-0.75%"
"08/05/2020","574.34","572.93","578.73","571.34","5.00M","0.32%"
"08/04/2020","572.50","575.21","581.73","567.94","6.25M","-0.30%"
"08/03/2020","574.24","559.63","576.25","559.34","7.64M","2.77%"
"07/31/2020","558.75","556.52","570.56","556.52","10.06M","0.72%"
"07/30/2020","554.77","570.30","570.30","551.11","6.72M","-2.72%"
"07/29/2020","570.28","574.22","574.22","568.44","4.32M","-0.72%"
"07/28/2020","574.44","578.75","579.47","571.00","4.55M","-0.37%"
"07/27/2020","576.56","571.90","578.74","569.32","3.96M","0.73%"
"07/24/2020","572.36","586.53","586.53","566.67","5.79M","-3.75%"
"07/23/2020","594.68","597.35","599.78","592.36","5.32M","-0.16%"
"07/22/2020","595.63","596.31","597.97","591.29","4.32M","-0.25%"
"07/21/2020","597.14","600.48","606.84","596.37","5.95M","0.50%"
"07/20/2020","594.15","581.93","594.61","579.22","5.33M","2.07%"
"07/17/2020","582.10","581.39","585.03","579.97","7.88M","1.16%"
"07/16/2020","575.43","581.09","581.09","572.94","5.45M","-0.92%"
"07/15/2020","580.75","581.41","586.67","579.74","5.74M","0.38%"
"07/14/2020","578.53","590.47","590.47","571.95","6.16M","-2.60%"
"07/13/2020","593.97","585.87","594.40","585.87","5.06M","1.73%"
"07/10/2020","583.89","579.66","588.15","579.66","6.15M","0.74%"
"07/09/2020","579.59","576.68","588.70","576.68","5.88M","0.88%"
"07/08/2020","574.54","573.22","578.59","572.38","8.28M","-0.48%"
"07/07/2020","577.32","580.37","580.37","572.13","5.95M","-0.96%"
"07/06/2020","582.93","574.08","582.93","573.54","5.79M","2.49%"
"07/03/2020","568.75","569.09","574.02","566.76","3.46M","0.07%"
"07/02/2020","568.33","561.45","568.79","559.88","5.34M","1.78%"
"07/01/2020","558.37","558.92","560.57","550.66","4.59M","-0.09%"
"06/30/2020","558.89","551.03","559.33","551.03","5.29M","1.63%"
"06/29/2020","549.95","550.95","555.88","545.87","5.02M","-0.32%"
"06/26/2020","551.70","551.21","561.06","550.36","6.88M","0.71%"
"06/25/2020","547.80","545.44","549.87","538.11","6.06M","0.26%"
"06/24/2020","546.38","557.61","559.96","546.38","5.87M","-2.42%"
"06/23/2020","559.95","553.65","565.13","553.65","5.58M","1.46%"
"06/22/2020","551.90","554.57","557.67","548.97","5.14M","-0.74%"
"06/19/2020","556.04","550.51","558.23","550.51","12.52M","1.24%"
"06/18/2020","549.24","549.38","557.05","545.88","7.78M","-0.15%"
"06/17/2020","550.08","541.10","553.02","539.67","6.31M","1.69%"
"06/16/2020","540.93","527.07","544.70","527.07","7.85M","3.24%"
"06/15/2020","523.96","524.16","526.19","510.07","6.32M","-0.54%"
"06/12/2020","526.78","523.90","534.18","519.00","6.45M","0.15%"
"06/11/2020","525.99","539.03","539.03","525.99","7.39M","-3.42%"
"06/10/2020","544.63","546.83","552.89","542.03","5.89M","-0.12%"
"06/09/2020","545.28","546.61","548.74","540.55","7.49M","0.10%"
"06/08/2020","544.75","554.39","554.39","541.54","7.11M","-1.77%"
"06/05/2020","554.57","544.52","555.08","544.52","8.94M","2.09%"
"06/04/2020","543.24","543.31","546.13","539.00","7.05M","-0.31%"
"06/03/2020","544.91","531.76","545.85","531.76","9.20M","2.70%"
"06/02/2020","530.60","525.46","533.62","524.52","8.46M","1.49%"
"06/01/2020","522.79","521.51","525.67","520.55","11.72M","0.62%"
"05/29/2020","519.55","516.55","523.76","513.98","17.24M","-0.05%"
"05/28/2020","519.80","513.33","520.99","512.33","7.59M","1.47%"
"05/27/2020","512.28","520.03","520.86","507.72","8.92M","-1.43%"
"05/26/2020","519.72","520.03","524.86","518.76","6.69M","0.54%"
"05/25/2020","516.92","506.88","517.72","506.88","3.54M","2.54%"
"05/22/2020","504.10","497.81","505.14","493.59","5.96M","0.41%"
"05/21/2020","502.03","507.40","508.94","501.55","5.92M","-1.97%"
"05/20/2020","512.13","501.08","512.85","498.49","6.94M","2.15%"
"05/19/2020","501.33","497.73","501.60","491.35","7.36M","1.28%"
"05/18/2020","495.00","482.54","496.70","482.54","7.01M","3.84%"
"05/15/2020","476.71","480.57","484.69","475.15","7.01M","0.22%"
"05/14/2020","475.64","483.42","483.42","468.16","7.72M","-2.60%"
"05/13/2020","488.35","491.42","494.04","484.06","7.08M","-1.13%"
"05/12/2020","493.92","489.24","494.98","487.99","5.94M","0.64%"
"05/11/2020","490.76","495.22","496.96","486.39","6.23M","-0.63%"
"05/08/2020","493.87","490.07","494.55","490.07","4.29M","1.04%"
"05/07/2020","488.78","481.12","489.77","481.12","6.01M","1.87%"
"05/06/2020","479.80","479.51","482.25","477.87","6.38M","-0.11%"
"05/05/2020","480.35","471.97","480.35","468.94","6.54M","2.48%"
"05/04/2020","468.74","480.02","480.02","463.24","8.16M","-3.18%"
"05/01/2020","484.14","484.82","484.82","484.04","9.98M","-0.20%"
"04/30/2020","485.12","492.70","495.66","483.55","10.59M","-0.86%"
"04/29/2020","489.34","480.80","489.38","478.63","8.47M","1.83%"
"04/28/2020","480.54","475.06","484.94","475.06","7.24M","1.22%"
"04/27/2020","474.75","475.23","478.64","473.07","5.11M","1.61%"
"04/24/2020","467.21","469.80","473.15","464.35","6.28M","-1.35%"
"04/23/2020","473.61","473.99","477.61","468.84","6.13M","0.23%"
"04/22/2020","472.51","462.39","474.34","462.39","7.55M","2.86%"
"04/21/2020","459.36","482.70","482.70","459.36","7.87M","-5.33%"
"04/20/2020","485.22","482.32","485.22","473.88","6.87M","0.76%"
"04/17/2020","481.54","479.03","487.08","479.03","11.23M","2.32%"
"04/16/2020","470.61","461.66","472.48","461.66","10.79M","2.84%"
